Row ID,Order Priority,Discount,Unit Price,Shipping Cost,Customer ID,Customer Name,Ship Mode,Customer Segment,Product Category,Product Sub-Category,Product Container,Product Name,Product Base Margin,Country,Region,State,City,Postal Code,Order Date,Ship Date,Profit,Quantity,Sales,Order ID,Line Key,Base Margin Imputed,Order ID Shared,Returned,Manager,Ship Days,Order Month,Order Month Name,Order Week,Order Weekday,Order Quarter,Gross Sales,Discount Amount,Profit Margin,Is Loss,Margin Gap,Discount Band,Order Size Band,Ship Speed,Priority Rank,State Code
22117,Critical,0.07,3502.14,8.73,53,Sidney Russell Austin,Delivery Truck,Corporate,Technology,Office Machines,Jumbo Box,Okidata Pacemark 4410N Wide Format Dot Matrix Printer,0.57,United States,West,Washington,Redmond,98052,2015-01-28,2015-01-30,-6923.5992,1,3267.55,88425,28,False,False,False,William,2,2015-01-01,Jan,5,Wednesday,Q1,3502.14,245.14980000000003,-2.1188961760340312,True,-2.688896176034031,7-9%,2k-10k,2-3 days,1,WA
18552,Not Specified,0.02,5.98,5.79,53,Sidney Russell Austin,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 1903,0.36,United States,West,Washington,Redmond,98052,2015-03-10,2015-03-11,-67.49,17,110.19,88426,29,False,True,False,William,1,2015-03-01,Mar,11,Tuesday,Q1,101.66000000000001,2.0332000000000003,-0.61248752155368,True,-0.97248752155368,1-3%,100-500,Same/next day,5,WA
20697,Medium,0.06,3.8,1.49,56,Randall Montgomery,Regular Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,Durable Pressboard Binders,0.38,United States,East,New York,Tonawanda,14150,2015-04-20,2015-04-21,19.6282,20,73.55,88075,30,False,False,False,Erin,1,2015-04-01,Apr,17,Monday,Q2,76.0,4.56,0.26686879673691366,False,-0.11313120326308634,4-6%,<100,Same/next day,3,NY
20698,Medium,0.06,1.76,0.7,56,Randall Montgomery,Regular Air,Consumer,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 310,0.56,United States,East,New York,Tonawanda,14150,2015-04-20,2015-04-21,-1.6524,17,29.57,88075,31,False,False,False,Erin,1,2015-04-01,Apr,17,Monday,Q2,29.92,1.7952000000000001,-0.055880960432871156,True,-0.6158809604328712,4-6%,<100,Same/next day,3,NY
22890,High,0.02,5.98,5.15,62,Pam Gilbert,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 193,0.36,United States,Central,Texas,Round Rock,78664,2015-05-09,2015-05-11,2.1400000000000023,3,22.85,87407,32,False,False,False,Chris,2,2015-05-01,May,19,Saturday,Q2,17.94,0.3588,0.0936542669584246,False,-0.2663457330415754,1-3%,<100,2-3 days,2,TX
25354,High,0.04,29.14,4.86,62,Pam Gilbert,Regular Air,Corporate,Office Supplies,Paper,Wrap Bag,"Snap-A-Way® Black Print Carbonless Speed Message, No Reply Area, Duplicate",0.38,United States,Central,Texas,Round Rock,78664,2015-06-12,2015-06-14,349.40909999999997,17,506.39,87408,33,False,False,False,Chris,2,2015-06-01,Jun,24,Friday,Q2,495.38,19.8152,0.69,False,0.30999999999999994,4-6%,500-2k,2-3 days,2,TX
21017,Not Specified,0.0,3.69,0.5,64,Lynn Morrow,Regular Air,Small Business,Office Supplies,Labels,Small Box,Avery 501,0.38,United States,South,Virginia,Salem,24153,2015-03-02,2015-03-04,-37.5291,1,4.0,87406,34,False,False,False,Sam,2,2015-03-01,Mar,10,Monday,Q1,3.69,0.0,-9.382275,True,-9.762275,0%,<100,2-3 days,5,VA
21019,Not Specified,0.02,175.99,4.99,64,Lynn Morrow,Express Air,Small Business,Technology,Telephones and Communication,Small Box,5165,0.59,United States,South,Virginia,Salem,24153,2015-03-02,2015-03-02,101.49,4,589.8,87406,35,False,False,False,Sam,0,2015-03-01,Mar,10,Monday,Q1,703.96,14.0792,0.17207527975584944,False,-0.4179247202441505,1-3%,500-2k,Same/next day,5,VA
23274,Low,0.05,155.06,7.07,67,Ellen McCormick,Regular Air,Corporate,Office Supplies,Storage & Organization,Small Box,"Dual Level, Single-Width Filing Carts",0.59,United States,West,California,Napa,94559,2015-01-02,2015-01-09,845.6639999999999,8,1225.6,87946,36,False,False,False,William,7,2015-01-01,Jan,1,Friday,Q1,1240.48,62.024,0.69,False,0.09999999999999998,4-6%,500-2k,4-7 days,4,CA
5272,Low,0.0,291.73,48.8,68,Scott Bunn,Delivery Truck,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,Hon 4070 Series Pagoda™ Armless Upholstered Stacking Chairs,0.56,United States,East,New York,New York City,10177,2015-01-02,2015-01-02,-308.928,4,1239.06,37537,37,False,False,False,Erin,0,2015-01-01,Jan,1,Friday,Q1,1166.92,0.0,-0.24932448791826062,True,-0.8093244879182606,0%,500-2k,Same/next day,4,NY
5273,Low,0.07,100.98,45.0,68,Scott Bunn,Delivery Truck,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,Hon Valutask™ Swivel Chairs,0.69,United States,East,New York,New York City,10177,2015-01-02,2015-01-04,-1679.7599999999998,43,4083.19,37537,38,False,False,False,Erin,2,2015-01-01,Jan,1,Friday,Q1,4342.14,303.94980000000004,-0.4113842363446226,True,-1.1013842363446225,7-9%,2k-10k,2-3 days,4,NY
5274,Low,0.05,155.06,7.07,68,Scott Bunn,Regular Air,Corporate,Office Supplies,Storage & Organization,Small Box,"Dual Level, Single-Width Filing Carts",0.59,United States,East,New York,New York City,10177,2015-01-02,2015-01-09,575.3960000000001,32,4902.38,37537,39,False,False,False,Erin,7,2015-01-01,Jan,1,Friday,Q1,4961.92,248.096,0.11737074645376329,False,-0.4726292535462367,4-6%,2k-10k,4-7 days,4,NY
7786,High,0.09,122.99,70.2,68,Scott Bunn,Delivery Truck,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,"Global High-Back Leather Tilter, Burgundy",0.74,United States,East,New York,New York City,10177,2015-02-02,2015-02-04,-2426.55,49,5718.85,55713,40,False,False,False,Erin,2,2015-02-01,Feb,6,Monday,Q1,6026.509999999999,542.3858999999999,-0.4243073345165549,True,-1.1643073345165549,7-9%,2k-10k,2-3 days,2,NY
25786,High,0.09,122.99,70.2,70,Annette Boone,Delivery Truck,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,"Global High-Back Leather Tilter, Burgundy",0.74,United States,East,Vermont,Burlington,05401,2015-02-02,2015-02-04,-2426.55,12,1400.53,87947,41,False,False,False,Erin,2,2015-02-01,Feb,6,Monday,Q1,1475.8799999999999,132.8292,-1.732594089380449,True,-2.472594089380449,7-9%,500-2k,2-3 days,2,VT
18281,High,0.04,296.18,54.12,83,Edgar Stone,Delivery Truck,Corporate,Furniture,Tables,Jumbo Box,Hon 94000 Series Round Tables,0.76,United States,East,Ohio,Canton,44708,2015-03-15,2015-03-15,-715.7782060000003,6,1821.89,87365,42,False,False,False,Erin,0,2015-03-01,Mar,11,Sunday,Q1,1777.08,71.0832,-0.3928767411863506,True,-1.1528767411863505,4-6%,500-2k,Same/next day,2,OH
23639,Not Specified,0.0,8.09,7.96,84,Helen Stein,Regular Air,Consumer,Furniture,Office Furnishings,Small Box,"6"" Cubicle Wall Clock, Black",0.49,United States,East,Ohio,Cincinnati,45231,2015-02-02,2015-02-03,-144.56,11,90.98,87364,43,False,False,False,Erin,1,2015-02-01,Feb,6,Monday,Q1,88.99,0.0,-1.5889206418993185,True,-2.0789206418993187,0%,<100,Same/next day,5,OH
23880,High,0.08,896.99,19.99,84,Helen Stein,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,GBC DocuBind TL300 Electric Binding System,0.38,United States,East,Ohio,Cincinnati,45231,2015-03-30,2015-04-02,7402.32,13,10728.0,87366,44,False,False,False,Erin,3,2015-03-01,Mar,14,Monday,Q1,11660.87,932.8696000000001,0.69,False,0.30999999999999994,7-9%,10k+,2-3 days,2,OH
24663,Low,0.05,161.55,19.99,87,Norman Shields,Regular Air,Corporate,Office Supplies,Storage & Organization,Small Box,Fellowes Super Stor/Drawer® Files,0.66,United States,West,California,Vacaville,95687,2015-06-03,2015-06-08,1892.424,19,3127.69,90596,45,False,False,False,William,5,2015-06-01,Jun,23,Wednesday,Q2,3069.4500000000003,153.47250000000003,0.6050548487861649,False,-0.05494515121383514,4-6%,2k-10k,4-7 days,4,CA
23841,High,0.09,4.91,0.5,87,Norman Shields,Regular Air,Corporate,Office Supplies,Labels,Small Box,Avery 493,0.36,United States,West,California,Vacaville,95687,2015-03-22,2015-03-23,28.8558,9,41.82,90597,46,False,False,False,William,1,2015-03-01,Mar,12,Sunday,Q1,44.19,3.9770999999999996,0.69,False,0.32999999999999996,7-9%,<100,Same/next day,2,CA
23842,High,0.01,296.18,54.12,87,Norman Shields,Delivery Truck,Corporate,Furniture,Tables,Jumbo Box,Hon 94000 Series Round Tables,0.76,United States,West,California,Vacaville,95687,2015-03-22,2015-03-25,173.48,9,2875.72,90597,47,False,False,False,William,3,2015-03-01,Mar,12,Sunday,Q1,2665.62,26.6562,0.06032576189615123,False,-0.6996742381038488,1-3%,2k-10k,2-3 days,2,CA
23071,High,0.07,19.84,4.1,91,Wallace Werner,Regular Air,Home Office,Office Supplies,Pens & Art Supplies,Wrap Bag,Prismacolor Color Pencil Set,0.44,United States,West,California,Vallejo,94591,2015-05-17,2015-05-18,117.852,9,170.8,87175,48,False,True,False,William,1,2015-05-01,May,20,Sunday,Q2,178.56,12.499200000000002,0.69,False,0.24999999999999994,7-9%,100-500,Same/next day,2,CA
19877,Medium,0.05,5.18,2.04,91,Wallace Werner,Regular Air,Home Office,Office Supplies,Paper,Wrap Bag,Array® Memo Cubes,0.36,United States,West,California,Vallejo,94591,2015-02-18,2015-02-20,34.010400000000004,10,53.54,87176,49,False,False,False,William,2,2015-02-01,Feb,8,Wednesday,Q1,51.8,2.59,0.6352334703025776,False,0.2752334703025776,4-6%,<100,2-3 days,3,CA
19611,Medium,0.06,175.99,8.99,91,Wallace Werner,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,2180,0.57,United States,West,California,Vallejo,94591,2015-03-04,2015-03-06,2031.507,23,3363.53,87177,50,False,False,False,William,2,2015-03-01,Mar,10,Wednesday,Q1,4047.7700000000004,242.86620000000002,0.603980639387786,False,0.03398063938778606,4-6%,2k-10k,2-3 days,3,CA
23069,High,0.07,8.34,1.43,92,Victoria Baker Hoover,Regular Air,Home Office,Office Supplies,Paper,Wrap Bag,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",0.35,United States,South,Louisiana,Terrytown,70056,2015-05-17,2015-05-19,-190.67999999999998,16,132.08,87175,51,False,True,False,Sam,2,2015-05-01,May,20,Sunday,Q2,133.44,9.340800000000002,-1.4436705027256205,True,-1.7936705027256203,7-9%,100-500,2-3 days,2,LA
23070,High,0.09,4.98,6.07,92,Victoria Baker Hoover,Regular Air,Home Office,Office Supplies,Paper,Small Box,Xerox 1897,0.36,United States,South,Louisiana,Terrytown,70056,2015-05-17,2015-05-18,325.398,9,45.34,87175,52,False,True,False,Sam,1,2015-05-01,May,20,Sunday,Q2,44.82000000000001,4.0338,7.176841640935157,False,6.816841640935157,7-9%,<100,Same/next day,2,LA
23203,Medium,0.04,12.98,3.14,92,Victoria Baker Hoover,Express Air,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,"Acme® 8"" Straight Scissors",0.6,United States,South,Louisiana,Terrytown,70056,2015-06-07,2015-06-09,22.817999999999998,16,216.04,87178,53,False,False,False,Sam,2,2015-06-01,Jun,23,Sunday,Q2,207.68,8.3072,0.1056193297537493,False,-0.49438067024625065,4-6%,100-500,2-3 days,3,LA
6243,Not Specified,0.04,160.98,30.0,94,Eddie House Mueller,Delivery Truck,Home Office,Furniture,Chairs & Chairmats,Jumbo Drum,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,0.62,United States,Central,Illinois,Chicago,60601,2015-05-03,2015-05-05,116.1,37,6276.34,44231,54,False,False,False,Chris,2,2015-05-01,May,18,Sunday,Q2,5956.259999999999,238.25039999999998,0.01849804185241717,False,-0.6015019581475828,4-6%,2k-10k,2-3 days,5,IL
6244,Not Specified,0.01,17.98,4.0,94,Eddie House Mueller,Regular Air,Home Office,Technology,Computer Peripherals,Small Box,"Belkin 107-key enhanced keyboard, USB/PS/2 interface",0.79,United States,Central,Illinois,Chicago,60601,2015-05-03,2015-05-05,-87.96,146,2664.4,44231,55,False,False,False,Chris,2,2015-05-01,May,18,Sunday,Q2,2625.08,26.250799999999998,-0.03301306110193664,True,-0.8230130611019367,1-3%,2k-10k,2-3 days,5,IL
24243,Not Specified,0.04,160.98,30.0,97,Max McKenna,Delivery Truck,Home Office,Furniture,Chairs & Chairmats,Jumbo Drum,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,0.62,United States,Central,Kansas,Manhattan,66502,2015-05-03,2015-05-05,255.42000000000002,9,1526.68,87306,56,False,False,False,Chris,2,2015-05-01,May,18,Sunday,Q2,1448.82,57.952799999999996,0.16730421568370582,False,-0.4526957843162942,4-6%,500-2k,2-3 days,5,KS
24245,Not Specified,0.06,115.99,8.99,97,Max McKenna,Regular Air,Home Office,Technology,Telephones and Communication,Small Box,5185,0.58,United States,Central,Kansas,Manhattan,66502,2015-05-03,2015-05-04,685.6146,20,1952.56,87306,57,False,False,False,Chris,1,2015-05-01,May,18,Sunday,Q2,2319.7999999999997,139.188,0.3511362518949482,False,-0.22886374810505178,4-6%,500-2k,Same/next day,5,KS
18494,Medium,0.1,19.98,4.0,101,Claudia Boyle,Regular Air,Consumer,Technology,Computer Peripherals,Small Box,Belkin 105-Key Black Keyboard,0.68,United States,East,Maine,Biddeford,04005,2015-06-22,2015-06-24,-16.2,16,303.59,88205,58,False,True,False,Erin,2,2015-06-01,Jun,26,Monday,Q2,319.68,31.968000000000004,-0.05336144141770151,True,-0.7333614414177015,10%+,100-500,2-3 days,3,ME
6014,Medium,0.04,300.98,54.92,102,Caroline Johnston,Delivery Truck,Consumer,Furniture,Bookcases,Jumbo Box,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",0.55,United States,East,Massachusetts,Boston,02129,2015-04-06,2015-04-07,2023.75,31,9459.94,42599,59,False,False,False,Erin,1,2015-04-01,Apr,15,Monday,Q2,9330.380000000001,373.21520000000004,0.21392841815064365,False,-0.33607158184935637,4-6%,2k-10k,Same/next day,3,MA
494,Medium,0.1,19.98,4.0,102,Caroline Johnston,Regular Air,Consumer,Technology,Computer Peripherals,Small Box,Belkin 105-Key Black Keyboard,0.68,United States,East,Massachusetts,Boston,02129,2015-06-22,2015-06-24,-20.25,65,1233.32,3397,60,False,False,False,Erin,2,2015-06-01,Jun,26,Monday,Q2,1298.7,129.87,-0.01641909642266403,True,-0.6964190964226641,10%+,500-2k,2-3 days,3,MA
495,Medium,0.09,2.88,1.49,102,Caroline Johnston,Regular Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,Avery Durable Binders,0.36,United States,East,Massachusetts,Boston,02129,2015-06-22,2015-06-23,-3.381,17,47.31,3397,61,False,False,False,Erin,1,2015-06-01,Jun,26,Monday,Q2,48.96,4.4064,-0.07146480659480024,True,-0.43146480659480024,7-9%,<100,Same/next day,3,MA
